Year,m,d,Time,Time zone,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Ground minimum temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2020,8,26,00:00,UTC,0.8,-1,13.8,,19,8.7
2020,8,26,06:00,UTC,,,,4.5,,
2020,8,27,00:00,UTC,-1,-1,13.6,,18.8,9.9
2020,8,27,06:00,UTC,,,,8.4,,
2020,8,28,00:00,UTC,-1,-1,13.4,,19,8.6
2020,8,28,06:00,UTC,,,,5.3,,
2020,8,29,00:00,UTC,12.2,-1,14.2,,18.6,7.1
2020,8,29,06:00,UTC,,,,3.4,,
2020,8,30,00:00,UTC,2.9,-1,13,,16.4,11.1
2020,8,30,06:00,UTC,,,,10.7,,
2020,8,31,00:00,UTC,1,-1,13.3,,15.4,12.7
2020,8,31,06:00,UTC,,,,12.4,,
2020,9,1,00:00,UTC,-1,-1,13.4,,19.3,8.6
2020,9,1,06:00,UTC,,,,6.4,,
2020,9,2,00:00,UTC,-1,-1,14.1,,17.7,8.1
2020,9,2,06:00,UTC,,,,3.9,,
2020,9,3,00:00,UTC,1,-1,16.4,,18.6,15.4
2020,9,3,06:00,UTC,,,,15.1,,
2020,9,4,00:00,UTC,3.6,-1,16.1,,19.4,14.8
2020,9,4,06:00,UTC,,,,12.2,,
2020,9,5,00:00,UTC,10.7,-1,15.3,,19.1,12.8
2020,9,5,06:00,UTC,,,,14.5,,
2020,9,6,00:00,UTC,6.7,-1,14.5,,17.7,12.1
2020,9,6,06:00,UTC,,,,11,,
2020,9,7,00:00,UTC,1.2,-1,13.6,,18.3,9.5
2020,9,7,06:00,UTC,,,,6.1,,
2020,9,8,00:00,UTC,11,-1,12.2,,15.7,8.4
2020,9,8,06:00,UTC,,,,4.1,,
2020,9,9,00:00,UTC,10.6,-1,13,,16.3,9.2
2020,9,9,06:00,UTC,,,,5.2,,
2020,9,10,00:00,UTC,-1,-1,12.8,,15.7,10.9
2020,9,10,06:00,UTC,,,,9.9,,
2020,9,11,00:00,UTC,2,-1,11.9,,16.5,7.9
2020,9,11,06:00,UTC,,,,4.3,,
2020,9,12,00:00,UTC,20.2,-1,13.7,,14.9,11.9
2020,9,12,06:00,UTC,,,,7.7,,
2020,9,13,00:00,UTC,-1,-1,12.9,,16.7,10.9
2020,9,13,06:00,UTC,,,,8.7,,
2020,9,14,00:00,UTC,-1,-1,13.2,,18.7,8.8
2020,9,14,06:00,UTC,,,,4.3,,
2020,9,15,00:00,UTC,0,-1,13.3,,18.1,9.4
2020,9,15,06:00,UTC,,,,5.3,,
2020,9,16,00:00,UTC,0.5,-1,13.8,,18,12.3
2020,9,16,06:00,UTC,,,,10.4,,
2020,9,17,00:00,UTC,-1,-1,9.2,,13.5,7.8
2020,9,17,06:00,UTC,,,,7.3,,
2020,9,18,00:00,UTC,-1,-1,10.3,,15,5.6
2020,9,18,06:00,UTC,,,,3.8,,
2020,9,19,00:00,UTC,-1,-1,10.5,,15.1,6.5
2020,9,19,06:00,UTC,,,,2,,
2020,9,20,00:00,UTC,-1,-1,10.7,,15.6,5.3
2020,9,20,06:00,UTC,,,,0.9,,
2020,9,21,00:00,UTC,-1,-1,12.6,,14.7,9.8
2020,9,21,06:00,UTC,,,,5.9,,
2020,9,22,00:00,UTC,-1,-1,12.4,,16.6,10.7
2020,9,22,06:00,UTC,,,,10.1,,
2020,9,23,00:00,UTC,-1,-1,14,,17.8,9
2020,9,23,06:00,UTC,,,,3.8,,
2020,9,24,00:00,UTC,-1,-1,16.2,,20.7,12.2
2020,9,24,06:00,UTC,,,,7.1,,
2020,9,25,00:00,UTC,0.4,-1,15.5,,17.6,14.4
2020,9,25,06:00,UTC,,,,12.3,,
2020,9,26,00:00,UTC,-1,-1,15.3,,17.4,13.3
2020,9,26,06:00,UTC,,,,10.7,,
2020,9,27,00:00,UTC,-1,-1,15.7,,20.2,13
2020,9,27,06:00,UTC,,,,10,,
2020,9,28,00:00,UTC,-1,-1,14.1,,16.7,12.3
2020,9,28,06:00,UTC,,,,10.2,,
2020,9,29,00:00,UTC,0,-1,13.2,,14.2,12.6
2020,9,29,06:00,UTC,,,,10.4,,
2020,9,30,00:00,UTC,-1,-1,13.1,,15.2,12.3
2020,9,30,06:00,UTC,,,,12.1,,
2020,10,1,00:00,UTC,-1,-1,11.7,,15.7,9.6
2020,10,1,06:00,UTC,,,,6.1,,
2020,10,2,00:00,UTC,-1,-1,12.7,,15.4,10.1
2020,10,2,06:00,UTC,,,,5.7,,
2020,10,3,00:00,UTC,0.1,-1,12.9,,14.9,10.1
2020,10,3,06:00,UTC,,,,4.4,,
2020,10,4,00:00,UTC,1.7,-1,12.9,,14.4,12.1
2020,10,4,06:00,UTC,,,,12,,
2020,10,5,00:00,UTC,4.7,-1,14.5,,17.2,12.3
2020,10,5,06:00,UTC,,,,11.6,,
2020,10,6,00:00,UTC,0.8,-1,14.2,,15.6,13.3
2020,10,6,06:00,UTC,,,,10.6,,
2020,10,7,00:00,UTC,5,-1,12.9,,14.6,11.4
2020,10,7,06:00,UTC,,,,9,,
2020,10,8,00:00,UTC,0.7,-1,12.9,,14.8,12.3
2020,10,8,06:00,UTC,,,,11.4,,
2020,10,9,00:00,UTC,2,-1,11.7,,13,10.4
2020,10,9,06:00,UTC,,,,10.5,,
2020,10,10,00:00,UTC,5.2,-1,11.5,,13.7,9.7
2020,10,10,06:00,UTC,,,,4.9,,
2020,10,11,00:00,UTC,1.3,-1,10.6,,14,8.9
2020,10,11,06:00,UTC,,,,9.1,,
2020,10,12,00:00,UTC,3.5,-1,9.6,,12.8,6.2
2020,10,12,06:00,UTC,,,,2.7,,
2020,10,13,00:00,UTC,0.2,-1,8.4,,11.8,6.5
2020,10,13,06:00,UTC,,,,4.8,,
2020,10,14,00:00,UTC,-1,-1,6.6,,9.8,3.8
2020,10,14,06:00,UTC,,,,0.7,,
2020,10,15,00:00,UTC,-1,-1,5.2,,7.6,3
2020,10,15,06:00,UTC,,,,3.3,,
2020,10,16,00:00,UTC,-1,-1,3.4,,7.4,1
2020,10,16,06:00,UTC,,,,-2.3,,
2020,10,17,00:00,UTC,-1,-1,6.1,,9.8,0.3
2020,10,17,06:00,UTC,,,,-4,,
2020,10,18,00:00,UTC,2.5,-1,4.5,,9,1.3
2020,10,18,06:00,UTC,,,,3.9,,
2020,10,19,00:00,UTC,-1,-1,2,,3.6,0.8
2020,10,19,06:00,UTC,,,,-0.2,,
2020,10,20,00:00,UTC,4.2,-1,0.9,,3.6,-1
2020,10,20,06:00,UTC,,,,-3.2,,
2020,10,21,00:00,UTC,5.9,-1,5.9,,7.3,-0.9
2020,10,21,06:00,UTC,,,,-3.9,,
2020,10,22,00:00,UTC,14.2,-1,9.9,,11.5,7.3
2020,10,22,06:00,UTC,,,,7,,
2020,10,23,00:00,UTC,-1,-1,7.9,,11.7,4.6
2020,10,23,06:00,UTC,,,,8.5,,
2020,10,24,00:00,UTC,0.9,-1,3.5,,6.1,0.2
2020,10,24,06:00,UTC,,,,-2.3,,
2020,10,25,00:00,UTC,-1,-1,5.9,,8.9,3.3
2020,10,25,06:00,UTC,,,,3.1,,
2020,10,26,00:00,UTC,0.7,-1,10,,10.8,8.8
2020,10,26,06:00,UTC,,,,8.3,,
2020,10,27,00:00,UTC,10.3,-1,10.9,,11.7,9.4
2020,10,27,06:00,UTC,,,,9.2,,
2020,10,28,00:00,UTC,2.1,-1,9.7,,11.5,8.1
2020,10,28,06:00,UTC,,,,7.8,,
2020,10,29,00:00,UTC,-1,-1,10,,11.2,9.1
2020,10,29,06:00,UTC,,,,8.7,,
2020,10,30,00:00,UTC,0.3,-1,8.7,,10.3,7.6
2020,10,30,06:00,UTC,,,,3,,
2020,10,31,00:00,UTC,0.4,-1,7.2,,8.4,5.5
2020,10,31,06:00,UTC,,,,5.4,,
2020,11,1,00:00,UTC,-1,-1,8.5,,8.9,7.2
2020,11,1,06:00,UTC,,,,5.8,,
2020,11,2,00:00,UTC,5.6,-1,7.9,,9,6.7
2020,11,3,00:00,UTC,-1,-1,10.6,,12.8,8.8
2020,11,3,06:00,UTC,,,,8,,
2020,11,4,00:00,UTC,2.9,-1,7.5,,10.1,5.4
2020,11,4,06:00,UTC,,,,1.7,,
2020,11,5,00:00,UTC,-1,-1,7.3,,9.3,3.5
2020,11,5,06:00,UTC,,,,-0.5,,
2020,11,6,00:00,UTC,-1,-1,8.1,,11,4.3
2020,11,6,06:00,UTC,,,,1.2,,
2020,11,7,00:00,UTC,-1,-1,8.4,,11.5,5.6
2020,11,7,06:00,UTC,,,,2,,
2020,11,8,00:00,UTC,0.1,-1,4.2,,9,1.1
2020,11,8,06:00,UTC,,,,0.8,,
2020,11,9,00:00,UTC,-1,-1,4,,7.6,0
2020,11,9,06:00,UTC,,,,-2.9,,
2020,11,10,00:00,UTC,0,-1,1,,3.8,0.1
2020,11,10,06:00,UTC,,,,-2.3,,
2020,11,11,00:00,UTC,5.3,-1,5.1,,7.1,-0.9
2020,11,11,06:00,UTC,,,,-5,,
2020,11,12,00:00,UTC,-1,-1,6.9,,8.1,6
2020,11,12,06:00,UTC,,,,5.9,,
2020,11,13,00:00,UTC,-1,-1,5.5,,6.3,5
2020,11,13,06:00,UTC,,,,5.1,,
2020,11,14,00:00,UTC,-1,-1,4.4,,5.1,4.2
2020,11,14,06:00,UTC,,,,3.5,,
2020,11,15,00:00,UTC,-1,-1,3.9,,4.4,3
2020,11,15,06:00,UTC,,,,2.8,,
2020,11,16,00:00,UTC,6.2,-1,4.4,,5.2,3.1
2020,11,16,06:00,UTC,,,,3.1,,
2020,11,17,00:00,UTC,12.2,-1,5.9,,7,5
2020,11,17,06:00,UTC,,,,4.6,,
2020,11,18,00:00,UTC,4,-1,9.6,,10.4,6.9
2020,11,18,06:00,UTC,,,,6.7,,
2020,11,19,00:00,UTC,10.6,-1,8.3,,10.8,6.6
2020,11,19,06:00,UTC,,,,8.6,,
2020,11,20,00:00,UTC,-1,-1,0.1,,6.7,-1.9
2020,11,20,06:00,UTC,,,,-4.4,,
2020,11,21,00:00,UTC,17.2,-1,2.2,,5.4,-2.7
2020,11,21,06:00,UTC,,,,-7.6,,
2020,11,22,00:00,UTC,-1,-1,6.2,,7.1,5.1
2020,11,22,06:00,UTC,,,,2.6,,
2020,11,23,00:00,UTC,0.4,-1,4.5,,6.7,3.5
2020,11,23,06:00,UTC,,,,1.9,,
2020,11,24,00:00,UTC,-1,-1,2.5,,4.3,0.6
2020,11,24,06:00,UTC,,,,0.1,,
2020,11,25,00:00,UTC,4.6,-1,3.8,,8.1,-0.4
2020,11,25,06:00,UTC,,,,-4,,
2020,11,26,00:00,UTC,1.2,-1,5.6,,8.4,2.4
2020,11,26,06:00,UTC,,,,7,,
2020,11,27,00:00,UTC,-1,-1,0.9,,2.6,-0.1
2020,11,27,06:00,UTC,,,,-0.8,,
2020,11,28,00:00,UTC,1.3,-1,1.3,,1.9,0.5
2020,11,28,06:00,UTC,,,,-1.6,,
2020,11,29,00:00,UTC,3.5,-1,0.5,,1.7,-0.4
2020,11,29,06:00,UTC,,,,0.1,,
2020,11,30,00:00,UTC,2.8,-1,0.6,,1.8,-0.8
2020,11,30,06:00,UTC,,,,-0.9,,
2020,12,1,00:00,UTC,2.1,-1,4,,5.8,0.6
2020,12,1,06:00,UTC,,,,0,,
2020,12,2,00:00,UTC,0,-1,2.7,,4.7,1.6
2020,12,2,06:00,UTC,,,,2.2,,
2020,12,3,00:00,UTC,0,-1,0,,1.6,-1.1
2020,12,3,06:00,UTC,,,,-0.9,,
2020,12,4,00:00,UTC,3.5,-1,1.4,,2.1,0
2020,12,4,06:00,UTC,,,,0.4,,
2020,12,5,00:00,UTC,-1,-1,3.7,,4.5,2
2020,12,5,06:00,UTC,,,,1.3,,
2020,12,6,00:00,UTC,-1,-1,3.7,,4.3,3.3
2020,12,6,06:00,UTC,,,,3.3,,
2020,12,7,00:00,UTC,-1,-1,1.8,,3.7,0.4
2020,12,7,06:00,UTC,,,,0.1,,
2020,12,8,00:00,UTC,-1,-1,-0.5,,0.5,-0.9
2020,12,8,06:00,UTC,,,,-3.1,,
2020,12,9,00:00,UTC,-1,-1,-2,,-0.4,-3.4
2020,12,9,06:00,UTC,,,,-4.8,,
2020,12,10,00:00,UTC,-1,-1,-1.5,,-0.3,-2.7
2020,12,10,06:00,UTC,,,,-5.7,,
2020,12,11,00:00,UTC,0,-1,-1,,0.1,-3.3
2020,12,11,06:00,UTC,,,,-3.5,,
2020,12,12,00:00,UTC,-1,-1,1.2,,3.1,-0.6
2020,12,12,06:00,UTC,,,,-0.1,,
2020,12,13,00:00,UTC,0,-1,-1.3,,-0.3,-3.5
2020,12,13,06:00,UTC,,,,-3.3,,
2020,12,14,00:00,UTC,0,-1,-0.9,,-0.7,-1.4
2020,12,14,06:00,UTC,,,,-1.7,,
2020,12,15,00:00,UTC,10.9,-1,1.8,,3,-0.9
2020,12,15,06:00,UTC,,,,-1.2,,
2020,12,16,00:00,UTC,3.1,-1,2.9,,4.7,1.1
2020,12,16,06:00,UTC,,,,0.3,,
2020,12,17,00:00,UTC,3,-1,1.4,,4.6,-0.4
2020,12,17,06:00,UTC,,,,2.2,,
2020,12,18,00:00,UTC,8.5,-1,3.2,,4.2,-0.6
2020,12,18,06:00,UTC,,,,-0.6,,
2020,12,19,00:00,UTC,1.5,-1,4.1,,6,1.6
2020,12,19,06:00,UTC,,,,1.6,,
2020,12,20,00:00,UTC,1.3,-1,4.9,,6.3,3.8
2020,12,20,06:00,UTC,,,,5.2,,
2020,12,21,00:00,UTC,4.9,-1,3.4,,4.1,2.7
2020,12,21,06:00,UTC,,,,3.2,,
2020,12,22,00:00,UTC,3.5,-1,4,,4.8,2.9
2020,12,22,06:00,UTC,,,,3.1,,
2020,12,23,00:00,UTC,2.3,-1,2.2,,4.1,0.4
2020,12,23,06:00,UTC,,,,0,,
2020,12,24,00:00,UTC,-1,-1,2.1,,3.6,1.1
2020,12,24,06:00,UTC,,,,1,,
2020,12,25,00:00,UTC,0.1,-1,0.4,,1.3,-0.2
2020,12,25,06:00,UTC,,,,-1.6,,
2020,12,26,00:00,UTC,-1,-1,-1.6,,0.4,-2
2020,12,26,06:00,UTC,,,,-2.1,,
2020,12,27,00:00,UTC,0.6,-1,0.6,,1.5,-2.8
2020,12,27,06:00,UTC,,,,-6.4,,
2020,12,28,00:00,UTC,4.8,-1,0.3,,1.5,-0.7
2020,12,28,06:00,UTC,,,,-1.2,,
2020,12,29,00:00,UTC,7.3,1,0.8,,1.6,0.3
2020,12,29,06:00,UTC,,,,0,,
2020,12,30,00:00,UTC,3.7,0,2.6,,4.3,0.4
2020,12,30,06:00,UTC,,,,0,,
2020,12,31,00:00,UTC,2.9,-1,1.8,,3.5,1.2
2020,12,31,06:00,UTC,,,,1.4,,
2021,1,1,00:00,UTC,-1,-1,1.7,,3.3,-0.7
2021,1,1,06:00,UTC,,,,-2.3,,
2021,1,2,00:00,UTC,6.5,-1,-0.4,,1.4,-1.5
2021,1,2,06:00,UTC,,,,-0.4,,
2021,1,3,00:00,UTC,1.2,7,-2.8,,-1.5,-3.8
2021,1,4,00:00,UTC,-1,5,-1.5,,-1.1,-3.2
2021,1,5,00:00,UTC,-1,7,-3,,-1.2,-3.7
2021,1,5,06:00,UTC,,,,-2.7,,
2021,1,6,00:00,UTC,0,4,-3.2,,-2.8,-4
2021,1,6,06:00,UTC,,,,-4.2,,
2021,1,7,00:00,UTC,1.7,6,-1.4,,0,-2.8
2021,1,7,06:00,UTC,,,,-2.8,,
2021,1,8,00:00,UTC,-1,6,-2.9,,-2.1,-3.3
2021,1,8,06:00,UTC,,,,-2.5,,
2021,1,9,00:00,UTC,-1,4,-7.2,,-3.3,-9.2
2021,1,9,06:00,UTC,,,,-7,,
2021,1,10,00:00,UTC,8.2,5,-4.9,,-0.8,-13.3
2021,1,10,06:00,UTC,,,,-15.8,,
2021,1,11,00:00,UTC,4.5,17,-0.3,,0.3,-0.8
2021,1,11,06:00,UTC,,,,-1,,
2021,1,12,00:00,UTC,21.5,20,-1.1,,0,-1.8
2021,1,12,06:00,UTC,,,,-2,,
2021,1,13,00:00,UTC,3.4,41,-4.8,,-1,-8.4
2021,1,13,06:00,UTC,,,,-1.8,,
2021,1,14,00:00,UTC,-1,38,-14.4,,-7.9,-19.4
2021,1,14,06:00,UTC,,,,-12.1,,
2021,1,15,00:00,UTC,0.5,36,-18.8,,-15.6,-21.8
2021,1,15,06:00,UTC,,,,-22.7,,
2021,1,16,00:00,UTC,-1,35,-16.2,,-12.3,-18.2
2021,1,16,06:00,UTC,,,,-19.7,,
2021,1,17,00:00,UTC,-1,33,-12.3,,-8,-19.1
2021,1,17,06:00,UTC,,,,-26.6,,
2021,1,18,00:00,UTC,2.2,35,-6.9,,-1.2,-12.9
2021,1,18,06:00,UTC,,,,-20.7,,
2021,1,19,00:00,UTC,2,37,-0.4,,0.2,-1.3
2021,1,19,06:00,UTC,,,,-2.2,,
2021,1,20,00:00,UTC,4,37,-4.2,,0.1,-7.2
2021,1,20,06:00,UTC,,,,-10.4,,
2021,1,21,00:00,UTC,6.7,36,-4.4,,-3.7,-5.5
2021,1,21,06:00,UTC,,,,-5.4,,
2021,1,22,00:00,UTC,2.5,36,1.5,,2.2,-3.9
2021,1,22,06:00,UTC,,,,-3.9,,
2021,1,23,00:00,UTC,1.5,31,2.7,,3.4,1.8
2021,1,23,06:00,UTC,,,,1.4,,
2021,1,24,00:00,UTC,8.2,27,1.7,,2.9,0.3
2021,1,24,06:00,UTC,,,,0,,
2021,1,25,00:00,UTC,0.5,28,0.8,,2.2,0.1
2021,1,25,06:00,UTC,,,,0,,
2021,1,26,00:00,UTC,6.2,25,0.8,,1.5,0.5
2021,1,26,06:00,UTC,,,,0.3,,
2021,1,27,00:00,UTC,1.1,20,0.3,,1,-0.2
2021,1,27,06:00,UTC,,,,0,,
2021,1,28,00:00,UTC,0.7,20,-3.5,,-0.2,-5.1
2021,1,28,06:00,UTC,,,,-6.2,,
2021,1,29,00:00,UTC,4.6,19,-3.8,,-1.7,-5.3
2021,1,29,06:00,UTC,,,,-5.2,,
2021,1,30,00:00,UTC,4.7,25,-6.1,,-3.9,-6.8
2021,1,30,06:00,UTC,,,,-6.2,,
2021,1,31,00:00,UTC,1.4,31,-6.9,,-4.5,-8.5
2021,2,1,00:00,UTC,0,33,-7.7,,-5.7,-11
2021,2,2,00:00,UTC,8.7,31,-4.4,,-2.4,-8.9
2021,2,2,06:00,UTC,,,,-17,,
2021,2,3,00:00,UTC,0,44,-7.4,,-1.9,-9.7
2021,2,3,06:00,UTC,,,,-5.7,,
2021,2,4,00:00,UTC,0,40,-13.3,,-9.7,-15.9
2021,2,4,06:00,UTC,,,,-17.1,,
2021,2,5,00:00,UTC,-1,39,-14.9,,-12.3,-16.5
2021,2,5,06:00,UTC,,,,-17.9,,
2021,2,6,00:00,UTC,-1,36,-13.4,,-8.2,-17.4
2021,2,6,06:00,UTC,,,,-20.3,,
2021,2,7,00:00,UTC,0,34,-8.5,,-4.9,-15.3
2021,2,7,06:00,UTC,,,,-20.4,,
2021,2,8,00:00,UTC,0,35,-7.8,,-5.3,-9.7
2021,2,8,06:00,UTC,,,,-8.9,,
2021,2,9,00:00,UTC,0.2,36,-11.6,,-9.6,-12.8
2021,2,9,06:00,UTC,,,,-11.7,,
2021,2,10,00:00,UTC,-1,32,-13.3,,-9.8,-16
2021,2,10,06:00,UTC,,,,-20.5,,
2021,2,11,00:00,UTC,0,33,-16,,-12.3,-18.3
2021,2,11,06:00,UTC,,,,-20.1,,
2021,2,12,00:00,UTC,-1,35,-13.5,,-8.4,-18.8
2021,2,12,06:00,UTC,,,,-24.4,,
2021,2,13,00:00,UTC,-1,33,-4.8,,-2.5,-10.6
2021,2,13,06:00,UTC,,,,-15.1,,
2021,2,14,00:00,UTC,0,32,-6.1,,-3.5,-7.2
2021,2,14,06:00,UTC,,,,-9.7,,
2021,2,15,00:00,UTC,0,34,-7.8,,-4.2,-13.5
2021,2,15,06:00,UTC,,,,-19.6,,
2021,2,16,00:00,UTC,0,34,-5.7,,-2.6,-9.6
2021,2,16,06:00,UTC,,,,-7.8,,
2021,2,17,00:00,UTC,0,34,-14.7,,-9.6,-16.5
2021,2,17,06:00,UTC,,,,-17.2,,
2021,2,18,00:00,UTC,0,34,-14.2,,-8.9,-21.2
2021,2,18,06:00,UTC,,,,-26.2,,
2021,2,19,00:00,UTC,1,32,-6,,-5.2,-9.1
2021,2,19,06:00,UTC,,,,-10.8,,
2021,2,20,00:00,UTC,6.2,32,-3,,0.2,-5.8
2021,2,20,06:00,UTC,,,,-6.1,,
2021,2,21,00:00,UTC,3.8,35,-0.3,,3.5,-5.4
2021,2,21,06:00,UTC,,,,0,,
2021,2,22,00:00,UTC,0.5,33,-7.4,,-2.9,-9.3
2021,2,23,00:00,UTC,5.4,34,-4.9,,-1.8,-9.6
2021,2,23,06:00,UTC,,,,-9.5,,
2021,2,24,00:00,UTC,0.4,34,-1,,2.4,-4.3
2021,2,24,06:00,UTC,,,,-3.8,,
2021,2,25,00:00,UTC,0.6,33,2.8,,4,1.8
2021,2,25,06:00,UTC,,,,1.3,,
2021,2,26,00:00,UTC,-1,26,3.2,,4,1.9
2021,2,26,06:00,UTC,,,,1,,
2021,2,27,00:00,UTC,0.3,23,2.1,,5.6,0.2
2021,2,27,06:00,UTC,,,,-1.1,,
2021,2,28,00:00,UTC,-1,22,4.3,,8.8,0.5
2021,2,28,06:00,UTC,,,,-1.7,,
2021,3,1,00:00,UTC,-1,20,3.3,,6.1,0.8
2021,3,1,06:00,UTC,,,,-2.1,,
2021,3,2,00:00,UTC,-1,20,3.4,,6.5,1.7
2021,3,2,06:00,UTC,,,,-0.2,,
2021,3,3,00:00,UTC,0.9,20,2,,7.6,-1.4
2021,3,3,06:00,UTC,,,,-2.8,,
2021,3,4,00:00,UTC,0,20,-1.7,,2.8,-3.2
2021,3,4,06:00,UTC,,,,-5.6,,
2021,3,5,00:00,UTC,-1,18,-4.4,,-0.1,-7.9
2021,3,5,06:00,UTC,,,,-10.8,,
2021,3,6,00:00,UTC,2.8,20,-1.6,,2.2,-7.5
2021,3,6,06:00,UTC,,,,-11.3,,
2021,3,7,00:00,UTC,0.5,22,-4.3,,1.5,-7.1
2021,3,7,06:00,UTC,,,,-7.8,,
2021,3,8,00:00,UTC,2,21,-6.1,,-2.8,-8.4
2021,3,9,00:00,UTC,9,23,-7.4,,-3.5,-10.1
2021,3,9,06:00,UTC,,,,-14.9,,
2021,3,10,00:00,UTC,-1,34,-10.8,,-7.4,-15.5
2021,3,11,00:00,UTC,2,31,-3.9,,-0.5,-8.6
2021,3,11,06:00,UTC,,,,-9.7,,
2021,3,12,00:00,UTC,1.8,32,-1.6,,-0.6,-3.1
2021,3,12,06:00,UTC,,,,-3.5,,
2021,3,13,00:00,UTC,1.2,34,1.3,,3.1,-1.2
2021,3,13,06:00,UTC,,,,-1.2,,
2021,3,14,00:00,UTC,6.1,28,0.5,,1.5,0.2
2021,3,14,06:00,UTC,,,,0,,
2021,3,15,00:00,UTC,0.6,28,0.9,,2,0
2021,3,15,06:00,UTC,,,,0,,
2021,3,16,00:00,UTC,0,24,0.2,,2.1,-1.4
2021,3,16,06:00,UTC,,,,-3.3,,
2021,3,17,00:00,UTC,1.4,25,-0.1,,2.6,-2.7
2021,3,17,06:00,UTC,,,,-7.7,,
2021,3,18,00:00,UTC,-1,26,-2.8,,0.7,-5.3
2021,3,18,06:00,UTC,,,,-9,,
2021,3,19,00:00,UTC,-1,26,-5.4,,-1.8,-8
2021,3,19,06:00,UTC,,,,-8.9,,
2021,3,20,00:00,UTC,3,28,-1.9,,0.3,-7.9
2021,3,20,06:00,UTC,,,,-12.7,,
2021,3,21,00:00,UTC,-1,30,1.4,,3.8,-0.1
2021,3,21,06:00,UTC,,,,-0.4,,
2021,3,22,00:00,UTC,0,26,-1.1,,3.2,-4.3
2021,3,22,06:00,UTC,,,,-6.9,,
2021,3,23,00:00,UTC,0,23,1.3,,6.4,-5.4
2021,3,23,06:00,UTC,,,,-11.8,,
2021,3,24,00:00,UTC,0,23,2,,4.7,0.9
2021,3,24,06:00,UTC,,,,-1,,
2021,3,25,00:00,UTC,0.9,20,3.3,,7.3,1.3
2021,3,25,06:00,UTC,,,,0.1,,
2021,3,26,00:00,UTC,-1,17,2.6,,7.3,0.1
2021,3,26,06:00,UTC,,,,-1.7,,
2021,3,27,00:00,UTC,-1,21,4.5,,9.4,-0.5
2021,3,27,06:00,UTC,,,,-0.1,,
2021,3,28,00:00,UTC,0.5,17,4.3,,7.3,2.1
2021,3,28,06:00,UTC,,,,-0.2,,
2021,3,29,00:00,UTC,8.8,6,3.2,,4.4,2.1
2021,3,29,06:00,UTC,,,,0.1,,
2021,3,30,00:00,UTC,0,1,4.7,,7.2,3.6
2021,3,30,06:00,UTC,,,,2.8,,
2021,3,31,00:00,UTC,-1,0,5.6,,10.6,3
2021,3,31,06:00,UTC,,,,1,,
2021,4,1,00:00,UTC,-1,-1,4.6,,10.3,-1
2021,4,1,06:00,UTC,,,,-2.5,,
2021,4,2,00:00,UTC,-1,-1,3.1,,7,0.8
2021,4,2,06:00,UTC,,,,-1.1,,
2021,4,3,00:00,UTC,-1,-1,3.7,,8.2,1
2021,4,3,06:00,UTC,,,,-1.3,,
2021,4,4,00:00,UTC,4.2,-1,4,,8.3,-0.6
2021,4,4,06:00,UTC,,,,-2.9,,
2021,4,5,00:00,UTC,3.5,-1,2.4,,4,1
2021,4,5,06:00,UTC,,,,2.1,,
2021,4,6,00:00,UTC,0,-1,2.2,,5.5,-0.2
2021,4,6,06:00,UTC,,,,-1.3,,
2021,4,7,00:00,UTC,-1,-1,3.2,,7.2,1.4
2021,4,7,06:00,UTC,,,,0.9,,
2021,4,8,00:00,UTC,-1,-1,3.8,,8.7,0
2021,4,8,06:00,UTC,,,,-1.9,,
2021,4,9,00:00,UTC,4,-1,2.6,,3.6,-0.6
2021,4,9,06:00,UTC,,,,-2.8,,
2021,4,10,00:00,UTC,1.5,-1,2.9,,5.4,0.6
2021,4,10,06:00,UTC,,,,2.7,,
2021,4,11,00:00,UTC,0,-1,5.3,,10.1,1.9
2021,4,11,06:00,UTC,,,,0.3,,
2021,4,12,00:00,UTC,-1,-1,8.8,,13.7,4.3
2021,4,12,06:00,UTC,,,,3.1,,
2021,4,13,00:00,UTC,-1,-1,5.8,,10,4.4
2021,4,13,06:00,UTC,,,,4,,
2021,4,14,00:00,UTC,-1,-1,4.3,,8.8,0.5
2021,4,14,06:00,UTC,,,,-1.9,,
2021,4,15,00:00,UTC,-1,-1,5.5,,10.5,0.5
2021,4,15,06:00,UTC,,,,-1.9,,
2021,4,16,00:00,UTC,-1,-1,8.4,,13.9,2.3
2021,4,16,06:00,UTC,,,,-2.9,,
2021,4,17,00:00,UTC,-1,-1,10,,15.4,4
2021,4,17,06:00,UTC,,,,0.6,,
2021,4,18,00:00,UTC,-1,-1,10.2,,15.1,4.2
2021,4,18,06:00,UTC,,,,0.1,,
2021,4,19,00:00,UTC,-1,-1,8.8,,12.5,5.5
2021,4,19,06:00,UTC,,,,0.7,,
2021,4,20,00:00,UTC,-1,-1,7.4,,11.3,1.9
2021,4,20,06:00,UTC,,,,-1.5,,
2021,4,21,00:00,UTC,-1,-1,7.1,,13,3.2
2021,4,21,06:00,UTC,,,,0.6,,
2021,4,22,00:00,UTC,6.5,-1,6.6,,11.8,2
2021,4,22,06:00,UTC,,,,-0.4,,
2021,4,23,00:00,UTC,4.5,-1,2.9,,6.1,0.4
2021,4,23,06:00,UTC,,,,0.1,,
2021,4,24,00:00,UTC,3.5,-1,2.1,,4.8,0.6
